Stimulus,RMS1,RMS2,RMS3,RMS4,RMS5,RMS6,RMS7,RMS8
0,2.5485038345805555,6.0098210221227655,4.361545244873303,5.454943652908823,3.5966508637755537,3.1329514224425212,3.8092330475118494,2.396043747727833
0,2.52424144482949,5.750362307426087,4.313068988848208,5.336617578531103,3.612300921672771,3.0950746646061997,3.691639896875795,2.3869302246684754
0,2.4976912416192554,5.699527645745337,4.310095483504174,5.2813168521030525,3.527910691351731,3.0813749844625846,3.691639896875795,2.3869302246684754
0,2.4515824298310696,5.061164353721841,4.295197079147585,5.3190513902676,3.484765378557033,3.0542110484059757,3.644454867610694,2.3457544847157603
0,2.44320092690527,4.7176700029156615,4.203783399723976,5.300459583363672,3.463361343387634,3.062176199522666,3.63529704637525,2.3637215333409065
0,2.4479190534631026,4.997691774901997,4.319009858039936,5.38040128138394,3.4803477574547794,3.0659419433511785,3.6041286866236604,2.3419255719632477
0,2.4531507735866374,5.016383414782264,4.3240531793024815,5.321942965034191,3.4603986727484126,3.0474874055817667,3.633533280783885,2.353938325663109
0,2.4614983971098496,4.839474436394186,4.384120529879718,5.374202385661642,3.4924827698123146,3.081791021051865,3.625055260409921,2.3610080419937103
0,2.4625398604088753,4.807312805534544,4.396968652757639,5.381592558113115,3.500915631147123,3.0697030675746024,3.63070947364992,2.3566599571949607
0,2.4531507735866374,4.786733804257399,4.431530383339545,5.4847106835321116,3.527547270213362,3.0554700842746665,3.6243478635331674,2.3761636825256476
0,2.4692986650941795,4.809712396114068,4.414428557263045,5.479799734315582,3.5456726966536083,3.04327758535735,3.5888002423494094,2.3685979840944746
0,2.413105244923421,3.769309261349128,4.3773894573750765,5.47605510264273,3.5579452439539256,3.029766852331575,3.601637804082314,2.3457544847157603
0,2.417351803852667,4.043037700313199,4.406580161298409,5.4788638163353465,3.5528969761417124,3.026803340413523,3.6154937244856162,2.3320509296457352
0,2.4210614328303324,4.072106491983146,4.439334669485092,5.4935860036489075,3.587371010814294,3.039483761835476,3.6388220128258046,2.3424729426782047
0,2.4316291890048762,4.09878030638384,4.314257817147755,5.393490853773981,3.604484386470233,3.044541142640508,3.619037979551458,2.353938325663109
0,2.4316291890048762,4.318119248718572,4.255614692410065,5.328924459723171,3.60661784885678,3.049169706237404,3.639878837093063,2.3658900856624547
0,2.447395266348203,4.36272086355904,4.231142174704615,5.306503025437219,3.6458617215012,3.0638504348579887,3.6342388897391302,2.3729241940629353
0,2.4646214667487936,4.3597812224574195,4.225684590265849,5.305053227215514,3.670743654133175,3.083038793970683,3.7117277751638897,2.3664319132398464
0,2.5043551808389464,4.678373594229034,4.250490167812021,5.362978506533329,3.686426940784747,3.092588327615327,3.601637804082314,2.36751519638802
0,2.4951234489782315,4.748819016479998,4.297882603305362,5.35843452071783,3.6794648440311994,3.1153054754113927,3.6059068349811954,2.36751519638802
0,2.459935375427991,4.690689086111347,4.314554973040049,5.404176922078718,3.7310203457650593,3.115716981321042,3.5637059362410923,2.3457544847157603
0,2.462019183828278,4.720929938812849,4.532220828801885,5.738086878537221,3.817637878893043,3.180469244527388,3.5333575228973624,2.364263857893951
0,2.4781092875467863,4.725001695834725,4.905778905196061,6.481334145659543,4.163947830900567,3.318556992552714,3.57484086072194,2.3917593567315296
0,4.092833010432022,5.827652911896732,5.430918135533972,7.499401685536363,4.923777994953646,3.761818981727065,3.975566400543224,2.884974336640956
0,4.765527925661165,6.337920066491118,5.686240703077327,7.864395586993189,5.311815566770425,4.033513452218893,4.125592420551602,3.0314589869802937
0,5.0418759227605765,6.467472854848726,5.812232899845918,7.934184397358184,5.601510785218848,4.111584634314148,4.138003978136914,3.1218830609351538
0,8.04012373932079,8.483770327770488,6.3062850212491,8.301837918227074,6.374629199874878,5.121097638752948,6.61931904468916,5.619106599305532
0,9.422422792575766,9.496423078299074,6.467472854848726,8.605156474388943,6.697875667817256,5.364890612309936,7.16580197526543,6.358519421277978
0,11.079433476213762,11.536675075379032,6.759229208066515,9.271267996148653,7.6831483931243465,5.785924565436632,7.804009488882244,7.029972462286948
0,11.380595270808497,11.838550673595229,6.816270128269452,9.95579975280483,7.926909702771783,5.8550876408514405,8.099382692526634,7.204699321116205
0,12.47900801448741,12.52781520641783,6.912827170353638,10.219890109299309,8.19756061276768,5.970225267407399,8.279260464930056,7.400970137377867
0,13.044499774195035,12.857104192046053,6.969530757114066,10.318641333739581,8.44150308647544,6.138570784967074,8.330666239863412,7.463415042898532
0,14.184588964878895,14.210775976214453,7.031066593049553,10.73515671723472,8.759610107234753,6.22608244115853,8.433753916744614,7.551192807796184
0,15.14815720365572,15.347345882628229,7.408242118212072,10.878112581387146,8.8775140895555,6.278167297498898,8.439680392538875,7.618634375240076
0,17.320656113586697,17.342995334701765,7.602631123499285,11.23501851469952,9.288537187142175,6.4087280229227135,8.564536301007898,7.81386013801183
0,18.802004803089073,19.153897641780247,7.699150802323791,11.446643220859162,9.540332736228265,6.494376265425577,8.667948623136464,7.951455277220707
0,19.546197741603,20.10874283642661,7.9180093328356085,11.624796662131233,9.749161699661865,6.720042734906852,8.897709298984248,8.150979176667153
0,19.979604985700178,20.299614749407414,7.98909513184322,11.683540910405895,9.853673010348567,6.7396644518163455,8.912106430336266,8.22846840594848
0,20.55099972613473,20.77492324648724,7.966114131681416,11.652555568717588,9.875636947974806,6.7927185751380605,9.003702941938204,8.310790020764017
0,20.96303217449036,20.945044086725428,8.07988956512497,11.724508627831812,9.961335509268078,6.845923361144695,9.087466714219715,8.469856051814666
0,21.081709170237158,21.16255764679322,8.11140381160202,11.783843785411209,10.104073816649782,6.886441528327741,9.105366127053447,8.505352764055447
0,21.51308486742012,21.482133303795766,8.351109246143631,11.834759755125512,10.194644144391173,6.924686422595759,9.108885490102226,8.557647651856984
0,21.73370300141801,21.882905165026386,8.424323757384373,11.970476502307989,10.28528947026672,6.973024947831244,9.13895578392372,8.646030658854164
0,21.859281898731375,22.08892285333336,8.465465289285792,12.059999574775686,10.312178510917352,6.983864186419934,9.180944591366599,8.6877455693018
0,21.96022044632708,22.181304208956163,8.46228434940923,12.074873254099362,10.337013405904345,6.966218854457928,9.180665301851244,8.704257726199435
0,22.174887621488434,22.328893550274433,8.459253770810658,12.104989435384454,10.449266935396928,7.010431787426067,9.19392218414998,8.713679195850919
0,22.32860646495134,22.48116020365862,8.48739638734385,12.111765841316112,10.50152614061648,7.014271166700073,9.21356302359427,8.712354917307271
0,22.429147702636108,22.63704701227387,8.528083320899553,12.138094304022083,10.510434375858628,7.014819477911908,9.220517811812345,8.72984859033972
0,22.466042751741504,22.69044755522487,8.536647994052407,12.18174338076746,10.539547015031115,7.023221556069624,9.218849141144435,8.73161071286539
0,22.559323503223162,22.75606428050469,8.623908329278256,12.22209013137635,10.606359969135113,7.051822823086605,9.232190061590659,8.771457207241083
0,22.73520933683575,22.896982221939094,8.617215922582552,12.274948430619126,10.646415070161122,7.063448710956121,9.237881875108684,8.803699688490527
0,22.850629795506336,22.88516482856895,8.614388678698699,12.300927628143356,10.672274167085284,7.061088751670974,9.240795836523372,8.827695346363349
0,23.030526007999214,22.97674409551469,8.605007486699465,12.318216654145255,10.77627974433687,7.0719743009162945,9.23621634153793,8.868266676535717
0,23.214551139649128,23.17204327942596,8.632229411651698,12.319569589551206,10.838677182983313,7.069073126782243,9.242460544848267,8.878380540709044
0,23.278635522617556,23.230781966374504,8.662918321567728,12.349919547127133,10.872336101670713,7.08483392853155,9.245650398000743,8.891367175885284
0,23.459676260690603,23.372403187717577,8.696152995611158,12.38526833762078,10.878583995336422,7.076323831931306,9.230106813838711,8.912537984958792
0,23.65716674628512,23.541507260635715,8.703963140947597,12.416490275807845,10.92750000733271,7.061633427661525,9.210083660078284,8.948284465292488
0,23.72216317372903,23.545101292451363,8.678000478663982,12.407297273823403,11.01164884367506,7.058183103175258,9.225938907122067,8.962886439832502
0,23.91678951098622,23.707404447577673,8.655219264283286,12.44856082712643,11.031772296417289,7.060544033662141,9.237881875108684,8.993587459107482
0,24.01575337682352,23.81558421038735,8.647068571012657,12.432587452707933,11.030377634933028,7.053277107041659,9.238159434843595,9.013807072969664
0,24.073072519161748,23.91957679069916,8.525677655598967,12.2902921873844,11.08938045944673,7.06562643529057,9.243015380996255,9.031852466374712
0,24.122975536155334,23.99230645917081,8.313566299452036,11.950646372391274,11.056150394168014,7.001098814856467,9.224688167893362,9.032136357445406
0,23.99583297158071,23.782777651496318,7.93596164176007,11.320958553236672,10.739335795724674,6.771168137678901,9.074901991418207,8.899438184514796
0,23.944058735267685,23.70318598081333,7.757874411500574,11.086721093965727,10.578764408486295,6.60807586719967,9.0122423858057,8.87115752861124
0,23.946949915519728,23.7560248768332,7.654393744101723,11.053599019416765,10.431461288591576,6.568378014669203,8.99629553390357,8.842206477153503
0,23.247663240718328,23.181059908070175,7.254529972934506,10.814164500605392,9.989609986996873,5.838861849051379,7.377547365365073,7.515795332975712
0,22.784947797917955,22.872556616037617,7.089718087773488,10.58494334614152,9.87745425522703,5.610658355263416,6.823037897728999,6.910972323887462
1,22.086601112845514,21.986592651210337,6.856402585194106,10.056124553009525,9.172981507862628,5.165715379752874,6.066723020307438,6.22587652154606
1,22.085149901095217,21.936505109297983,6.7740076385533765,9.3884817592404,8.950863015259966,5.076592840852501,5.647781502274667,6.019838996058079
1,21.53952836185793,21.597483234193795,6.671600738222905,9.113950985390616,8.723825319498793,4.925860591216784,5.353647211157872,5.770393045316402
1,21.247865654502686,21.47013429549677,6.635568493412545,9.044760489238636,8.496756545580896,4.681934730484057,5.267948561943449,5.6887202832920565
1,20.587960136062595,20.629205088032418,6.567792432461415,8.521014746360454,8.181749546461663,4.570529902510604,5.115837651039649,5.5987635997739575
1,19.92563096192362,19.888471083803353,6.153589738247641,8.365221041725261,8.158525507807061,4.505267572235405,5.054066654050948,5.5203585911024815
1,18.353089588292686,18.299642703531756,5.944616180920475,7.930628713719474,7.8264836391476695,4.332642943030832,4.801175069843012,5.250396810400778
1,16.90311760047195,16.52247886039827,5.8653699033022715,7.743483612789431,7.584227898772084,4.1903429882259475,4.622409184253019,5.065215716670935
1,16.140330120857392,15.401964576654265,5.611115342301866,7.538278386053478,7.380848398180461,3.8270293761811973,4.184219438281447,4.7569113012757684
1,15.686512253100325,15.252742502453579,5.516641490375583,7.448283230176138,7.311739769818019,3.7943953269837207,4.171638059870979,4.661077238755117
1,15.080382910189938,14.67188135734823,5.5052422569485815,7.495639758193785,7.321202087089251,3.69337591385248,3.956170124158218,4.515500369808819
1,14.799688146402588,14.475266261224121,5.303844759301429,7.367113340675504,7.2471037539497685,3.558305560451275,3.7757661813743524,4.228717451196199
1,14.81864729630568,14.212670403551895,5.259911279353167,7.261948597717931,7.071793012401905,3.4607691452801466,3.7003118371709824,4.16917872992407
1,14.23673471638126,13.81136655634938,4.875106836436168,7.227617971258687,7.044000902750419,3.404371247344154,3.7158703297736735,4.09533818771965
1,13.963597361785082,13.24009063413087,4.745037893988267,6.951480196553604,6.946683399753457,3.306171385571116,3.6321216516393955,3.909226430133113
1,13.879518206372497,12.937819734684027,4.66959615011065,6.797435413825438,6.947606117881954,3.2808691781451094,3.520635140833511,3.826694362447796
1,13.762546723179264,12.718147744513823,4.577257044484399,6.734336051258658,6.91152883009474,3.3139178146193187,3.5253659566355844,3.799460150586848
1,13.642317270640664,12.51757738501119,4.585652094108877,6.7415664313806145,6.846297895344232,3.2742194215587963,3.457433463401162,3.786954665826572
1,13.453814633966392,12.488764181024107,4.550570547490975,6.733193702538004,6.781573828378158,3.236411434653971,3.410767264609729,3.81595839358063
1,13.54848841980309,12.430834285181387,4.65088907960287,6.826794870591045,6.866305691283621,3.25694524173992,3.405124343525768,3.782889954817138
1,13.858256818636391,12.443101270614541,4.7013364166547476,6.938927723266611,6.883275904646506,3.2360152768172883,3.398717706912719,3.8293736516697563
1,13.81999666035805,12.429184019259486,4.58257569495584,6.879736130896971,6.788753897968278,3.2009613940430217,3.394188094450987,3.7950710273411357
1,13.618897127681043,12.346077961265312,4.614081012481639,6.793473489407466,6.730146491338194,3.153752343820587,3.3366650016645862,3.7272386148873933
1,13.601941791995014,12.264604062933007,4.617136419681437,6.771925454327916,6.691556102800235,3.1345878557859925,3.3189432980068543,3.706888943713534
1,13.481611407908408,12.222299922052944,4.668497809239263,6.956642278777298,6.524116994973539,3.1070639120954935,3.3204880703958306,3.6218708864271676
1,13.400153079875713,12.105413071887536,4.716582856915995,7.019387072372835,6.533346415476175,3.1545652713618164,3.3638348079810068,3.619746414124075
1,13.3493493551232,12.033819863734895,4.669870694964938,7.00841984458328,6.534327501544126,3.117773696167318,3.3497033929159787,3.6108809920103346
1,13.119763912822712,11.78395258228488,4.627952972746019,7.124533273062479,6.52274128309209,3.1214723679042464,3.3786661000141187,3.560466693696639
1,12.839442435373977,11.540786090632803,4.609076886274489,7.130109503960058,6.445431695673281,3.1169511730831805,3.3584947788387556,3.496151730557031
1,12.738494054213424,11.466674120450767,4.627952972746019,7.176707337291121,6.321311126576065,3.128036985813209,3.326274577376703,3.457804253628342
1,12.428977720612712,11.178390324926495,4.6745354904291885,7.162938803849459,6.366579406033772,3.1136589079203576,3.3293566022003986,3.410767264609729
1,12.284344842323835,10.975847610514222,4.786465962508917,7.238784428341543,6.410728187767432,3.124756400761916,3.3623099507820817,3.3873823188944843
1,12.47366456548787,11.231023881903974,4.987934159498016,7.401836224017624,6.302014329988834,3.0415920257789426,3.360784401724067,3.4160255808806186
1,12.539885085148027,11.273636139013526,4.985877491372443,7.44793896804981,6.17023458806834,3.0234129127569793,3.37106846031085,3.411143127442388
1,12.377916646706767,11.208627629345768,5.1225995003538625,7.492047065440074,6.17314282255743,3.0255323752764824,3.36764393026128,3.3990949021535357
1,12.311970410320818,11.276819882691514,5.176623986483459,7.460837926406294,6.214746730404782,3.064687209538307,3.3630724658051023,3.387760776224183
1,12.238652515069434,11.27591033336794,5.1721641554848246,7.476287300182611,6.199462342278831,3.034840425830724,3.3748694181765893,3.39494344954979
1,12.023801182313141,11.23798503702099,5.2200304547692005,7.509139730167464,6.233285341924125,3.022140521771503,3.361928628416151,3.389652429046906
1,12.05744795891947,11.110517078137711,5.260886149397559,7.479373345476588,6.090555951214289,3.025956089636837,3.391543026789444,3.371828994660134
1,11.997221900645721,11.192144681163773,5.210689210774526,7.4244916945927635,6.03918826265541,3.033995419430986,3.4298837537302287,3.3786661000141187
1,11.77285012220915,11.031191208893965,5.352449714730438,7.4153340779212025,6.084237726942359,3.0676141234282404,3.4336196046946714,3.3938103538572566
1,11.730193344418321,11.00605893739141,5.378256318328555,7.426908802387058,6.060803027102377,3.0905148521374315,3.4585457148255916,3.421650523898124
1,11.747885789060962,11.006641351754578,5.444121741701001,7.349690382454809,6.06566630241952,3.1124234106527804,3.449265994010305,3.4223998177916783
1,11.809492053602584,11.485553914285054,5.524769399991001,7.410491523197677,6.090134940191686,3.148463198581256,3.423148947672116,3.3687858270774576
1,11.808189248709276,11.491691536017418,5.5377492419453835,7.395251421672126,5.9672181381019005,3.169971285156689,3.4459191769916737,3.3527638808937383
1,11.390842025560799,11.370903037904943,5.627086507607872,7.505041040903176,5.790575898023376,3.1820812412069284,3.4451749983463498,3.332820473366711
1,11.54767153796461,11.367181731318476,5.758160318748537,7.5503438536064245,5.8124534737591995,3.182484112796972,3.4666913214113424,3.3343588166165796
1,11.550224773037636,11.543562974829138,5.784594926314068,7.678474741703222,5.78681082178945,3.1808723202839686,3.446663194959319,3.3332051257395503
1,11.523888232710346,11.478742895523816,5.807819662383572,7.73039289809867,5.813776741499453,3.2177392923986483,3.4755556648523385,3.2925712810849883
1,11.436222255936594,11.476620605074498,5.898065741171378,7.7264115796038135,5.796771869115094,3.207363323226648,3.47629333983992,3.2878954378532796
1,11.35273603078198,11.649694614683451,5.948281372131893,7.790033079815219,5.838203095526515,3.2423479937879143,3.4615099713927275,3.310434164724373
1,11.537897422107587,11.838875552981134,6.069469625796107,7.896769868685193,5.797877595757314,3.2332408128449317,3.498717713823972,3.3519990208676127
1,11.59675020790805,11.918526840649479,6.073903826395977,7.911205943924067,5.69795284875776,3.230067078766838,3.495051446743612,3.357349381847959
1,11.909057100612165,12.04638471141382,6.08613388293633,8.057963094403524,5.721305212391079,3.2812599206199238,3.661301435982594,3.495785007764754
1,11.899579824514813,12.333818424278709,6.195531888757848,8.046499477794915,5.690748227132825,3.2636301952399647,3.671092899522304,3.5085974990381
1,11.986103064243467,12.410706709355475,6.3062850212491,8.07226972180306,5.698852786037123,3.3358964504620237,4.129319804917276,3.820323519660579
1,11.766968108291042,12.440834335942222,6.49417885296971,8.329896727281767,5.650731742948804,3.3332051257395503,4.184525828604289,3.8363978831644556
1,11.74854055311574,12.535385811210498,6.947237045336985,8.88112374502005,5.82126957692044,3.4544657088084305,5.231070881196561,4.000320499980483
1,12.223873237361264,12.83454872699625,7.133345315110954,8.886751879869212,5.7400973814664455,3.5791418538885003,5.679472709363982,4.48473193321747
1,11.983428728980872,12.873646306729466,8.213965593380019,9.59700808078039,5.830072348585701,3.650079029702908,6.1442071946901375,4.636256226188517
1,12.036483002809545,12.955149456331927,9.768473622991307,10.759491933482114,6.101912268570676,3.7423426092660472,6.787998458818556,4.826210489846842
1,11.991343031216633,13.047840964931854,11.4383520419638,12.926319800691285,8.356940919885789,4.3329388380588725,8.790583540036405,8.252427770211872
1,11.845479501285906,13.622850336183367,13.29815873123139,14.027354229029317,8.709116944255483,4.386751616354606,9.021768545706973,8.632229411651698
1,11.67069527513799,13.61946194200577,13.390965189931185,14.155002739812613,8.86306076667909,4.409779342116093,9.067552747048833,8.757707228346693
1,11.656295756767275,13.450002382994738,13.527180614770225,14.519218033616422,8.807776284450183,4.397260219261243,9.19392218414998,8.80384531370766
1,12.262617782178276,13.547352849570622,13.730650721315769,14.613130730394145,8.829728340334292,4.501851470969102,9.301640329560847,9.0167934490352
1,12.327892077598792,13.577507795936556,14.373854469407025,14.716029983033415,8.825371351233866,4.514080535050641,9.412621096030367,9.07292393431956
1,12.280169546979558,13.601941791995014,14.414113454065314,14.707489806566462,8.84597547200319,4.523159775972363,9.408942827342779,9.071228113501473
1,12.261676800043213,13.626237887779553,14.454881173624006,14.73579281014733,8.819849408563822,4.561544947459392,9.409351594870788,9.069956039810918
1,12.199411503250516,13.647578915558988,14.535015193203847,14.795096207692325,8.777155663337727,4.612691521977497,9.39298701841992,9.052128238211479
1,12.156669584413956,13.674700577981074,14.546477236774544,14.77931680180803,8.717797887081348,4.636809247747852,9.374952991335135,9.037386733694591
1,11.843855920979582,13.329454564023202,14.511357179102415,14.677210662128987,8.678148213199428,4.625181909104516,9.363184862493679,8.999287721102126
1,11.664541931063495,13.161910858074425,14.536602784447972,14.637062196478833,8.652997109346504,4.609355035810742,9.357706271660094,8.9925895417653
1,11.64364028018553,13.198970433818712,14.504110823116003,14.604530382463782,8.628812795304476,4.594868933149292,9.337270231958342,8.980605884420163
1,11.560653872022895,13.076402704578491,14.483854848832587,14.616902755161442,8.564386606682229,4.562107025577164,9.320091338828314,8.959166627910582
1,11.599734744977843,13.036044704528345,14.55828251352438,14.832483409819277,8.901886864232196,5.049498578813138,9.468165284053391,9.074478158338023
1,11.560542973673591,12.95732640988517,14.544449994448936,14.8195989426338,8.883000186181034,5.05863060419948,9.471143758942956,9.07292393431956
1,11.398717876619688,12.91242693031675,14.537925644715688,14.848810709520796,8.854232654354407,5.04746699612024,9.45773323522703,9.0684010407512
1,11.345506283128701,12.713106501680732,14.52954549556497,14.834644136839504,8.837565507681632,5.035514894865297,9.441588306190317,9.06444165760377
1,11.283298299381281,12.714114910158628,14.476948963163863,14.82764223870317,8.810686983896609,5.02634087225514,9.443624901596381,9.056517698349229
1,11.32492146347365,12.805948137186395,14.57218988171366,15.008117461680188,9.114794960913118,5.461989869391313,9.622356446824426,9.204374656678901
1,11.235589060590527,12.78310182654008,14.548063577196583,15.045997849330275,9.151992917336331,5.5463085436656385,9.657599638069016,9.233856321391542
1,11.008039020503292,12.433824833895642,14.534750577804022,15.026813641125926,9.12379250879752,5.5303359196901765,9.659059783303752,9.233578632305806
1,10.948363652467279,12.326644062604949,14.52283789459968,15.012046444823518,9.121684504801085,5.5203585911024815,9.64936559625846,9.230662392544113
1,10.915643913726852,12.29070943686891,14.474823412412078,14.937905664484083,9.1104335791443,5.493119239044331,9.644581313771413,9.228717720747058
1,10.637861747743415,12.189213390408877,14.400320509253632,14.844924886027375,9.039088903486247,5.48213883022367,9.628083921528727,9.214258738637856
1,10.481974760120103,11.982572815637353,14.37822427608268,14.764996722150947,9.024468163887867,5.4952193675444745,9.634207217926585,9.211614741935648
1,10.379096349183826,11.927129170777445,14.360647796259231,14.731442041272967,8.95930972615808,5.458233019238707,9.611291436478403,9.20284237028472
1,10.26282812024254,11.852404278435964,14.317910605341972,14.707315465615341,8.955874737159531,5.483074189184619,9.611424825669042,9.204096078126554
1,9.929882381104225,11.660584495179938,14.298915146226106,14.649494609292578,8.901598819226889,5.508036087251202,9.617425424450756,9.187924070101403
1,9.424735594468475,11.452465863689547,14.23439316296795,14.58546870813199,8.898429708777346,5.510130530353928,9.607422344342114,9.168088467823932
1,9.271267996148653,11.248019768739239,14.222859894892574,14.553614407001868,8.89151136528399,5.503611867650515,9.5908610345795,9.149471050985435
1,8.763122028838106,11.03153986508102,14.206354663336855,14.478100172860547,8.848294055483672,5.4774596395194095,9.5241932157142,9.096491293139012
1,8.592483298253727,10.653156508272259,14.16378552904627,14.473937674139398,8.835969611443838,5.483308003994183,9.512070604210589,9.079421646553124
1,8.396733186491529,10.496397428373173,14.115639626006399,14.437575618627587,8.818977206817069,5.433042307763554,9.31940352443664,8.94957383314266
1,8.331127913295552,10.376625606350023,14.022417948706462,14.26444387189206,8.777155663337727,5.404176922078718,9.29295294074894,8.938966842153976
1,8.252427770211872,9.943429733839068,13.77623371551947,13.879795313646305,8.636832277801382,5.351251950328767,8.745401722165271,8.857851797221404
1,7.048913355062572,9.248423289044103,13.609856910644032,13.787861625543252,8.60128195573493,5.259180008230785,8.454554227130322,8.61974477580398
1,6.739093753271623,9.037954159245077,12.961975949399864,13.165124869157633,8.484223669968355,5.207243475715786,8.112510124050416,8.511831885750684
0,6.401922788086043,8.767363723871998,11.820777014679248,12.23026930118414,8.287772890661248,5.128602548703117,7.565440994145512,8.381144894558842
0,6.28816552271214,8.362921830225458,10.200427341475354,9.88964752683978,5.991660871578097,4.655297506260462,5.0972591931401015,5.033222956847166
0,6.179577613978117,7.3434079980374936,7.598076679711072,8.220830328017437,5.450476337687588,4.6085205368384266,4.658050654236802,4.322273855513008
0,6.105063052237452,7.081575950924903,7.380674696418951,7.795955558937152,5.175633245041565,4.580616910641107,4.552260638746086,4.052223194804652
0,5.585696017507576,6.951480196553604,7.068891763864458,6.998168258505862,5.126102132900112,4.557608459685285,4.251394944528087,3.9295070480946643
0,3.8858718455450894,6.546872418303144,6.644450161504558,6.742897497861485,5.037551297696439,4.469268281761454,4.000961422919785,3.3922989708591884
0,3.3416562759605704,6.413127562134183,5.0507679030278565,6.276533421791984,5.033477668163179,4.470128776897964,3.7289580589124633,3.2296701427187933
